"Pregunta";"Descripcion";"Tipo";"Opciones_Acronimos"
"Spatial Scales";"Refers to a parameter that delineates the dimensions of spatial phenomena or processes and thus allows them to be measured and interpreted in an effective way.";"Single Choice (Button)";"GLB | CONT | MULT | NAT | PROV | LOC | NI"
